Model,Group,Language,Question ID,Formulation,Choice Set
gemini,Tibeter,de,question7,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question7,formulation1,"['1', '2', '3', '4']"
gemini,Tibeter,de,question6,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question6,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question6,formulation2,"['1', '2', '3', '4']"
gemini,Tibeter,de,question6,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question6,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question6,formulation1,"['1', '2', '3', '4']"
gemini,Tibeter,de,question5,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question5,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question5,formulation2,"['1', '2', '3', '4']"
gemini,Tibeter,de,question5,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question5,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question5,formulation1,"['1', '2', '3', '4']"
gemini,Tibeter,de,question4,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question4,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question4,formulation2,"['1', '2', '3', '4']"
gemini,Tibeter,de,question4,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question4,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question4,formulation1,"['1', '2', '3', '4']"
gemini,Tibeter,de,question3,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question3,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question3,formulation2,"['1', '2', '3', '4']"
gemini,Tibeter,de,question3,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question3,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question3,formulation1,"['1', '2', '3', '4']"
gemini,Tibeter,de,question2,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question2,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question2,formulation2,"['1', '2', '3', '4']"
gemini,Tibeter,de,question2,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question2,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question2,formulation1,"['1', '2', '3', '4']"
gemini,Tibeter,de,question15,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question15,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question15,formulation2,"['1', '2', '3', '4']"
gemini,Tibeter,de,question15,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question15,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question15,formulation1,"['1', '2', '3', '4']"
gemini,Tibeter,de,question14,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question14,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question14,formulation2,"['1', '2', '3', '4']"
gemini,Tibeter,de,question14,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question14,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question14,formulation1,"['1', '2', '3', '4']"
gemini,Tibeter,de,question13,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question13,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question13,formulation2,"['1', '2', '3', '4']"
gemini,Tibeter,de,question13,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question13,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question13,formulation1,"['1', '2', '3', '4']"
gemini,Tibeter,de,question12,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question12,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question12,formulation2,"['1', '2', '3', '4']"
gemini,Tibeter,de,question12,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question12,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question12,formulation1,"['1', '2', '3', '4']"
gemini,Tibeter,de,question11,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question11,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question11,formulation2,"['1', '2', '3', '4']"
gemini,Tibeter,de,question11,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question11,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question11,formulation1,"['1', '2', '3', '4']"
gemini,Tibeter,de,question10,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question10,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question10,formulation2,"['1', '2', '3', '4']"
gemini,Tibeter,de,question10,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question10,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question10,formulation1,"['1', '2', '3', '4']"
gemini,Tibeter,de,question1,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question1,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question1,formulation2,"['1', '2', '3', '4']"
gemini,Tibeter,de,question1,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Tibeter,de,question1,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Tibeter,de,question1,formulation1,"['1', '2', '3', '4']"
gemini,Tibetans,en,question9,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question9,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question9,formulation2,"['1', '2', '3', '4']"
gemini,Tibetans,en,question9,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question9,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question9,formulation1,"['1', '2', '3', '4']"
gemini,Tibetans,en,question8,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question8,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question8,formulation2,"['1', '2', '3', '4']"
gemini,Tibetans,en,question8,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question8,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question8,formulation1,"['1', '2', '3', '4']"
gemini,Tibetans,en,question7,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question7,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question7,formulation2,"['1', '2', '3', '4']"
gemini,Tibetans,en,question7,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question7,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question7,formulation1,"['1', '2', '3', '4']"
gemini,Tibetans,en,question6,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question6,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question6,formulation2,"['1', '2', '3', '4']"
gemini,Tibetans,en,question6,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question6,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question6,formulation1,"['1', '2', '3', '4']"
gemini,Tibetans,en,question5,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question5,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question5,formulation2,"['1', '2', '3', '4']"
gemini,Tibetans,en,question5,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question5,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question5,formulation1,"['1', '2', '3', '4']"
gemini,Tibetans,en,question4,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question4,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question4,formulation2,"['1', '2', '3', '4']"
gemini,Tibetans,en,question4,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question4,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question4,formulation1,"['1', '2', '3', '4']"
gemini,Tibetans,en,question3,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question3,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question3,formulation2,"['1', '2', '3', '4']"
gemini,Tibetans,en,question3,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question3,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question3,formulation1,"['1', '2', '3', '4']"
gemini,Tibetans,en,question2,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question2,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question2,formulation2,"['1', '2', '3', '4']"
gemini,Tibetans,en,question2,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question2,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question2,formulation1,"['1', '2', '3', '4']"
gemini,Tibetans,en,question15,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question15,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question15,formulation2,"['1', '2', '3', '4']"
gemini,Tibetans,en,question15,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question15,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question15,formulation1,"['1', '2', '3', '4']"
gemini,Tibetans,en,question14,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question14,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question14,formulation2,"['1', '2', '3', '4']"
gemini,Tibetans,en,question14,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question14,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question14,formulation1,"['1', '2', '3', '4']"
gemini,Tibetans,en,question13,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question13,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question13,formulation2,"['1', '2', '3', '4']"
gemini,Tibetans,en,question13,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question13,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question13,formulation1,"['1', '2', '3', '4']"
gemini,Tibetans,en,question12,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question12,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question12,formulation2,"['1', '2', '3', '4']"
gemini,Tibetans,en,question12,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question12,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question12,formulation1,"['1', '2', '3', '4']"
gemini,Tibetans,en,question11,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question11,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question11,formulation2,"['1', '2', '3', '4']"
gemini,Tibetans,en,question11,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question11,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question11,formulation1,"['1', '2', '3', '4']"
gemini,Tibetans,en,question10,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question10,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question10,formulation2,"['1', '2', '3', '4']"
gemini,Tibetans,en,question10,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question10,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question10,formulation1,"['1', '2', '3', '4']"
gemini,Tibetans,en,question1,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question1,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question1,formulation2,"['1', '2', '3', '4']"
gemini,Tibetans,en,question1,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Tibetans,en,question1,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Tibetans,en,question1,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,en,question9,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question9,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question9,formulation2,"['1', '2', '3', '4']"
gemini,Rohingya,en,question9,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question9,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question9,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,en,question8,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question8,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question8,formulation2,"['1', '2', '3', '4']"
gemini,Rohingya,en,question8,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question8,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question8,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,en,question7,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question7,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question7,formulation2,"['1', '2', '3', '4']"
gemini,Rohingya,en,question7,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question7,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question7,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,en,question6,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question6,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question6,formulation2,"['1', '2', '3', '4']"
gemini,Rohingya,en,question6,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question6,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question6,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,en,question5,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question5,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question5,formulation2,"['1', '2', '3', '4']"
gemini,Rohingya,en,question5,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question5,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question5,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,en,question4,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question4,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question4,formulation2,"['1', '2', '3', '4']"
gemini,Rohingya,en,question4,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question4,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question4,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,en,question3,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question3,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question3,formulation2,"['1', '2', '3', '4']"
gemini,Rohingya,en,question3,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question3,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question3,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,en,question2,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question2,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question2,formulation2,"['1', '2', '3', '4']"
gemini,Rohingya,en,question2,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question2,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question2,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,en,question15,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question15,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question15,formulation2,"['1', '2', '3', '4']"
gemini,Rohingya,en,question15,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question15,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question15,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,en,question14,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question14,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question14,formulation2,"['1', '2', '3', '4']"
gemini,Rohingya,en,question14,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question14,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question14,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,en,question13,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question13,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question13,formulation2,"['1', '2', '3', '4']"
gemini,Rohingya,en,question13,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question13,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question13,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,en,question12,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question12,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question12,formulation2,"['1', '2', '3', '4']"
gemini,Rohingya,en,question12,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question12,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question12,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,en,question11,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question11,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question11,formulation2,"['1', '2', '3', '4']"
gemini,Rohingya,en,question11,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question11,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question11,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,en,question10,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question10,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question10,formulation2,"['1', '2', '3', '4']"
gemini,Rohingya,en,question10,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question10,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question10,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,en,question1,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question1,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question1,formulation2,"['1', '2', '3', '4']"
gemini,Rohingya,en,question1,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Rohingya,en,question1,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Rohingya,en,question1,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,de,question9,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Rohingya,de,question9,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Rohingya,de,question9,formulation2,"['1', '2', '3', '4']"
gemini,Rohingya,de,question9,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Rohingya,de,question9,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Rohingya,de,question9,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,de,question8,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Rohingya,de,question8,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Rohingya,de,question8,formulation2,"['1', '2', '3', '4']"
gemini,Rohingya,de,question8,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Rohingya,de,question8,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Rohingya,de,question8,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,de,question7,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Rohingya,de,question7,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Rohingya,de,question7,formulation2,"['1', '2', '3', '4']"
gemini,Rohingya,de,question7,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Rohingya,de,question7,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Rohingya,de,question7,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,de,question6,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Rohingya,de,question6,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Rohingya,de,question6,formulation2,"['1', '2', '3', '4']"
gemini,Rohingya,de,question6,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Rohingya,de,question6,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Rohingya,de,question6,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,de,question5,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Rohingya,de,question5,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Rohingya,de,question5,formulation2,"['1', '2', '3', '4']"
gemini,Rohingya,de,question5,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Rohingya,de,question5,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Rohingya,de,question5,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,de,question4,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Rohingya,de,question4,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Rohingya,de,question4,formulation2,"['1', '2', '3', '4']"
gemini,Rohingya,de,question4,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Rohingya,de,question4,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Rohingya,de,question4,formulation1,"['1', '2', '3', '4']"
gemini,Rohingya,de,question3,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gemini,Rohingya,de,question3,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gemini,Rohingya,de,question3,formulation2,"['1', '2', '3', '4']"
