Source Model,Language,Group,Choice Set,Type,Scorer Model 1,Scorer Model 2,Krippendorff Alpha,Num_Texts,Num_Scorers
gemini,de,Rohingya (de),"(5,4,3,2,1) (de)",Pairwise,gemini,qwen,0.00983235379081393,60,
gemini,de,Rohingya (de),"(5,4,3,2,1) (de)",Pairwise,gpt,qwen,0.1029926673805972,60,
gemini,de,Rohingya (de),"(A,B,C,D) (de)",Pairwise,deepseek,gemini,0.010090375149108821,60,
gemini,de,Rohingya (de),"(A,B,C,D) (de)",Pairwise,deepseek,gpt,0.01713936734701882,60,
gemini,de,Rohingya (de),"(A,B,C,D) (de)",Pairwise,deepseek,qwen,0.12226312698094921,60,
gemini,de,Rohingya (de),"(A,B,C,D) (de)",Pairwise,gemini,gpt,-0.00836439538409417,60,
gemini,de,Rohingya (de),"(A,B,C,D) (de)",Pairwise,gemini,qwen,0.024034739064732635,60,
gemini,de,Rohingya (de),"(A,B,C,D) (de)",Pairwise,gpt,qwen,0.009141155345333551,60,
gemini,de,Rohingya (de),Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gemini,0.29803459297539725,60,
gemini,de,Rohingya (de),Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gpt,0.2612175764614789,56,
gemini,de,Rohingya (de),Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,qwen,0.049425049951984046,60,
gemini,de,Rohingya (de),Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,gpt,-0.008885833478750937,56,
gemini,de,Rohingya (de),Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,qwen,0.21983044818243813,60,
gemini,de,Rohingya (de),Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gpt,qwen,0.21117544849108838,56,
gemini,de,Tibeter,"(5,4,3,2,1) (de)",Pairwise,deepseek,gemini,0.02114524064597767,60,
gemini,de,Tibeter,"(5,4,3,2,1) (de)",Pairwise,deepseek,gpt,0.022181488337414512,60,
gemini,de,Tibeter,"(5,4,3,2,1) (de)",Pairwise,deepseek,qwen,0.0010554501271272665,60,
gemini,de,Tibeter,"(5,4,3,2,1) (de)",Pairwise,gemini,gpt,-0.006199284246209746,60,
gemini,de,Tibeter,"(5,4,3,2,1) (de)",Pairwise,gemini,qwen,0.0669698166690792,60,
gemini,de,Tibeter,"(5,4,3,2,1) (de)",Pairwise,gpt,qwen,0.06457334046886687,60,
gemini,de,Tibeter,"(A,B,C,D) (de)",Pairwise,deepseek,gemini,0.019659513233944326,60,
gemini,de,Tibeter,"(A,B,C,D) (de)",Pairwise,deepseek,gpt,0.0022334393624418025,60,
gemini,de,Tibeter,"(A,B,C,D) (de)",Pairwise,deepseek,qwen,0.0837369413632515,60,
gemini,de,Tibeter,"(A,B,C,D) (de)",Pairwise,gemini,gpt,-0.004535456423645279,60,
gemini,de,Tibeter,"(A,B,C,D) (de)",Pairwise,gemini,qwen,0.005447436837255459,60,
gemini,de,Tibeter,"(A,B,C,D) (de)",Pairwise,gpt,qwen,0.021545249936247957,60,
gemini,de,Tibeter,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gemini,0.026858735692329994,60,
gemini,de,Tibeter,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gpt,0.013337229690239871,59,
gemini,de,Tibeter,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,qwen,-0.008451889082651265,60,
gemini,de,Tibeter,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,gpt,-0.005710612172832752,59,
gemini,de,Tibeter,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,qwen,0.04201627275246822,60,
gemini,de,Tibeter,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gpt,qwen,0.02317691525953136,59,
gemini,de,Uiguren,"(5,4,3,2,1) (de)",Pairwise,deepseek,gemini,-0.008359823866571636,60,
gemini,de,Uiguren,"(5,4,3,2,1) (de)",Pairwise,deepseek,gpt,0.013426082939115291,60,
gemini,de,Uiguren,"(5,4,3,2,1) (de)",Pairwise,deepseek,qwen,0.0034212615916888733,60,
gemini,de,Uiguren,"(5,4,3,2,1) (de)",Pairwise,gemini,gpt,0.019113594305142034,60,
gemini,de,Uiguren,"(5,4,3,2,1) (de)",Pairwise,gemini,qwen,0.0032879731776223053,60,
gemini,de,Uiguren,"(5,4,3,2,1) (de)",Pairwise,gpt,qwen,-0.005126959733775971,60,
gemini,de,Uiguren,"(A,B,C,D) (de)",Pairwise,deepseek,gemini,0.07954993688381662,60,
gemini,de,Uiguren,"(A,B,C,D) (de)",Pairwise,deepseek,gpt,0.05324553302929991,60,
gemini,de,Uiguren,"(A,B,C,D) (de)",Pairwise,deepseek,qwen,0.0971207268714126,60,
gemini,de,Uiguren,"(A,B,C,D) (de)",Pairwise,gemini,gpt,-0.008472235200844835,60,
gemini,de,Uiguren,"(A,B,C,D) (de)",Pairwise,gemini,qwen,-0.006856036827788348,60,
gemini,de,Uiguren,"(A,B,C,D) (de)",Pairwise,gpt,qwen,-0.007672152790816789,60,
gemini,de,Uiguren,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gemini,-0.006105205791903101,60,
gemini,de,Uiguren,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gpt,-0.0059614831786356515,59,
gemini,de,Uiguren,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,qwen,-0.008444767085047378,60,
gemini,de,Uiguren,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,gpt,-0.008466206004388965,59,
gemini,de,Uiguren,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,qwen,-0.003936373544789706,60,
gemini,de,Uiguren,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gpt,qwen,-0.0047039007033673474,59,
gemini,en,Catalans,"(5,4,3,2,1) (en)",Pairwise,deepseek,gemini,0.00551801398520535,60,
gemini,en,Catalans,"(5,4,3,2,1) (en)",Pairwise,deepseek,gpt,0.009126298010891709,60,
gemini,en,Catalans,"(5,4,3,2,1) (en)",Pairwise,deepseek,qwen,0.17272398202160788,60,
gemini,en,Catalans,"(5,4,3,2,1) (en)",Pairwise,gemini,gpt,-0.008473447110505017,60,
gemini,en,Catalans,"(5,4,3,2,1) (en)",Pairwise,gemini,qwen,0.06273136810519309,60,
gemini,en,Catalans,"(5,4,3,2,1) (en)",Pairwise,gpt,qwen,0.15142298063365078,60,
gemini,en,Catalans,"(A,B,C,D) (en)",Pairwise,deepseek,gemini,0.044603033006244464,60,
gemini,en,Catalans,"(A,B,C,D) (en)",Pairwise,deepseek,gpt,0.13494215391306708,60,
gemini,en,Catalans,"(A,B,C,D) (en)",Pairwise,deepseek,qwen,0.2569134701159679,60,
gemini,en,Catalans,"(A,B,C,D) (en)",Pairwise,gemini,gpt,0.019983116188533878,60,
gemini,en,Catalans,"(A,B,C,D) (en)",Pairwise,gemini,qwen,0.08966042628080362,60,
gemini,en,Catalans,"(A,B,C,D) (en)",Pairwise,gpt,qwen,0.008881529136736455,60,
gemini,en,Catalans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gemini,-0.0017749199952588057,60,
gemini,en,Catalans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gpt,0.004062792198385234,60,
gemini,en,Catalans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,qwen,0.1784611080668561,60,
gemini,en,Catalans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,gpt,0.02946867019762034,60,
gemini,en,Catalans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,qwen,0.2457169842772351,60,
gemini,en,Catalans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gpt,qwen,0.11509788500572193,60,
gemini,en,Kurds,"(5,4,3,2,1) (en)",Pairwise,deepseek,gemini,-0.008405502670072229,60,
gemini,en,Kurds,"(5,4,3,2,1) (en)",Pairwise,deepseek,gpt,-0.00843807994569512,60,
gemini,en,Kurds,"(5,4,3,2,1) (en)",Pairwise,deepseek,qwen,0.01216997057280389,60,
gemini,en,Kurds,"(5,4,3,2,1) (en)",Pairwise,gemini,gpt,-0.008438074074579083,60,
gemini,en,Kurds,"(5,4,3,2,1) (en)",Pairwise,gemini,qwen,0.012172749486095591,60,
gemini,en,Kurds,"(5,4,3,2,1) (en)",Pairwise,gpt,qwen,0.033106397813888244,60,
gemini,en,Kurds,"(A,B,C,D) (en)",Pairwise,deepseek,gemini,0.10357815442561191,60,
gemini,en,Kurds,"(A,B,C,D) (en)",Pairwise,deepseek,gpt,0.08303023965034395,60,
gemini,en,Kurds,"(A,B,C,D) (en)",Pairwise,deepseek,qwen,0.10348312859586373,60,
gemini,en,Kurds,"(A,B,C,D) (en)",Pairwise,gemini,gpt,-0.004829879512800561,60,
gemini,en,Kurds,"(A,B,C,D) (en)",Pairwise,gemini,qwen,-0.005985689189768495,60,
gemini,en,Kurds,"(A,B,C,D) (en)",Pairwise,gpt,qwen,-0.008268723122325294,60,
gemini,en,Kurds,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gemini,-0.006023851010386716,60,
gemini,en,Kurds,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gpt,-0.00510311577984468,60,
gemini,en,Kurds,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,qwen,0.23814627592207138,60,
gemini,en,Kurds,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,gpt,-0.00845167807834768,60,
gemini,en,Kurds,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,qwen,0.19079053427647752,60,
gemini,en,Kurds,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gpt,qwen,0.24153195379614567,60,
gemini,en,Palestinians,"(5,4,3,2,1) (en)",Pairwise,deepseek,gemini,-0.0038544710695500584,60,
gemini,en,Palestinians,"(5,4,3,2,1) (en)",Pairwise,deepseek,gpt,-0.008455531311292841,60,
gemini,en,Palestinians,"(5,4,3,2,1) (en)",Pairwise,deepseek,qwen,0.01906324424884498,60,
gemini,en,Palestinians,"(5,4,3,2,1) (en)",Pairwise,gemini,gpt,-0.0033139007060272174,60,
gemini,en,Palestinians,"(5,4,3,2,1) (en)",Pairwise,gemini,qwen,0.04775371110476745,60,
gemini,en,Palestinians,"(5,4,3,2,1) (en)",Pairwise,gpt,qwen,0.035303120199177584,60,
gemini,en,Palestinians,"(A,B,C,D) (en)",Pairwise,deepseek,gemini,0.01536368753518047,60,
gemini,en,Palestinians,"(A,B,C,D) (en)",Pairwise,deepseek,gpt,-0.005989172132810694,60,
gemini,en,Palestinians,"(A,B,C,D) (en)",Pairwise,deepseek,qwen,-0.005295997718997469,60,
gemini,en,Palestinians,"(A,B,C,D) (en)",Pairwise,gemini,gpt,0.00405150218206396,60,
gemini,en,Palestinians,"(A,B,C,D) (en)",Pairwise,gemini,qwen,0.00125825912094224,60,
gemini,en,Palestinians,"(A,B,C,D) (en)",Pairwise,gpt,qwen,-0.008407598478602285,60,
gemini,en,Palestinians,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gemini,-0.0076778701550750394,60,
gemini,en,Palestinians,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gpt,-0.005369459932513143,59,
gemini,en,Palestinians,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,qwen,0.1287586915533564,60,
gemini,en,Palestinians,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,gpt,-0.00787500001508512,59,
gemini,en,Palestinians,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,qwen,0.10727883099873536,60,
gemini,en,Palestinians,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gpt,qwen,0.125306480275725,59,
gemini,en,Rohingya (en),"(5,4,3,2,1) (en)",Pairwise,deepseek,gemini,0.0008647587531561696,60,
gemini,en,Rohingya (en),"(5,4,3,2,1) (en)",Pairwise,deepseek,gpt,-0.0007647761231950323,60,
gemini,en,Rohingya (en),"(5,4,3,2,1) (en)",Pairwise,deepseek,qwen,0.012036771042803651,60,
gemini,en,Rohingya (en),"(5,4,3,2,1) (en)",Pairwise,gemini,gpt,0.06200758517281413,60,
gemini,en,Rohingya (en),"(5,4,3,2,1) (en)",Pairwise,gemini,qwen,0.0007802436103527821,60,
gemini,en,Rohingya (en),"(5,4,3,2,1) (en)",Pairwise,gpt,qwen,0.2841339310669063,60,
gemini,en,Rohingya (en),"(A,B,C,D) (en)",Pairwise,deepseek,gemini,0.09763423224933188,60,
gemini,en,Rohingya (en),"(A,B,C,D) (en)",Pairwise,deepseek,gpt,0.0037644685403456224,60,
gemini,en,Rohingya (en),"(A,B,C,D) (en)",Pairwise,deepseek,qwen,0.17693761513289652,60,
gemini,en,Rohingya (en),"(A,B,C,D) (en)",Pairwise,gemini,gpt,0.07322449934777608,60,
gemini,en,Rohingya (en),"(A,B,C,D) (en)",Pairwise,gemini,qwen,0.0028192213524387277,60,
gemini,en,Rohingya (en),"(A,B,C,D) (en)",Pairwise,gpt,qwen,0.0805125069330026,60,
gemini,en,Rohingya (en),Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gemini,0.08059745516909123,60,
gemini,en,Rohingya (en),Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gpt,-0.0057858674170188085,60,
gemini,en,Rohingya (en),Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,qwen,0.08575625546894416,60,
gemini,en,Rohingya (en),Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,gpt,0.07747263883259026,60,
gemini,en,Rohingya (en),Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,qwen,0.5812377103785078,60,
gemini,en,Rohingya (en),Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gpt,qwen,0.20757520638100613,60,
gemini,en,Tibetans,"(5,4,3,2,1) (en)",Pairwise,deepseek,gemini,-0.007480701712187177,60,
gemini,en,Tibetans,"(5,4,3,2,1) (en)",Pairwise,deepseek,gpt,0.019734502785350272,60,
gemini,en,Tibetans,"(5,4,3,2,1) (en)",Pairwise,deepseek,qwen,0.07605097481529,57,
gemini,en,Tibetans,"(5,4,3,2,1) (en)",Pairwise,gemini,gpt,0.011647569029999194,60,
gemini,en,Tibetans,"(5,4,3,2,1) (en)",Pairwise,gemini,qwen,0.05975332628851915,57,
gemini,en,Tibetans,"(5,4,3,2,1) (en)",Pairwise,gpt,qwen,0.03563699176518276,57,
gemini,en,Tibetans,"(A,B,C,D) (en)",Pairwise,deepseek,gemini,0.06105240964102976,60,
gemini,en,Tibetans,"(A,B,C,D) (en)",Pairwise,deepseek,gpt,0.042014026310289276,60,
gemini,en,Tibetans,"(A,B,C,D) (en)",Pairwise,deepseek,qwen,0.2600098007052106,60,
gemini,en,Tibetans,"(A,B,C,D) (en)",Pairwise,gemini,gpt,-0.006094913870350327,60,
gemini,en,Tibetans,"(A,B,C,D) (en)",Pairwise,gemini,qwen,0.03618406164899213,60,
gemini,en,Tibetans,"(A,B,C,D) (en)",Pairwise,gpt,qwen,0.07252333325991,60,
gemini,en,Tibetans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gemini,-0.008378094608783249,60,
gemini,en,Tibetans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gpt,0.014731130110160917,60,
gemini,en,Tibetans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,qwen,0.35986543564233686,57,
gemini,en,Tibetans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,gpt,0.02044708826035535,60,
gemini,en,Tibetans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,qwen,0.37663338389111145,57,
gemini,en,Tibetans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gpt,qwen,0.255054575727206,57,
gemini,en,Uyghurs,"(5,4,3,2,1) (en)",Pairwise,deepseek,gemini,0.017729517505494008,60,
gemini,en,Uyghurs,"(5,4,3,2,1) (en)",Pairwise,deepseek,gpt,-0.008334708657834256,60,
gemini,en,Uyghurs,"(5,4,3,2,1) (en)",Pairwise,deepseek,qwen,0.008348831086710251,60,
gemini,en,Uyghurs,"(5,4,3,2,1) (en)",Pairwise,gemini,gpt,0.07316056713751118,60,
gemini,en,Uyghurs,"(5,4,3,2,1) (en)",Pairwise,gemini,qwen,-0.0028626572616143875,60,
gemini,en,Uyghurs,"(5,4,3,2,1) (en)",Pairwise,gpt,qwen,0.04123484463190519,60,
gemini,en,Uyghurs,"(A,B,C,D) (en)",Pairwise,deepseek,gemini,0.06784588334172525,60,
gemini,en,Uyghurs,"(A,B,C,D) (en)",Pairwise,deepseek,gpt,0.02736797868734464,60,
gemini,en,Uyghurs,"(A,B,C,D) (en)",Pairwise,deepseek,qwen,0.12338815309467677,60,
gemini,en,Uyghurs,"(A,B,C,D) (en)",Pairwise,gemini,gpt,0.012731259299143649,60,
gemini,en,Uyghurs,"(A,B,C,D) (en)",Pairwise,gemini,qwen,-0.008463475741575577,60,
gemini,en,Uyghurs,"(A,B,C,D) (en)",Pairwise,gpt,qwen,0.023523066692213934,60,
gemini,en,Uyghurs,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gemini,0.009780040735251516,60,
gemini,en,Uyghurs,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gpt,-0.003776885052453105,60,
gemini,en,Uyghurs,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,qwen,0.1294531105365636,60,
gemini,en,Uyghurs,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,gpt,0.004797654186684319,60,
gemini,en,Uyghurs,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,qwen,0.03243655128400891,60,
gemini,en,Uyghurs,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gpt,qwen,0.15369242957036044,60,
gpt,de,Katalanen,"(5,4,3,2,1) (de)",Pairwise,deepseek,gemini,-0.0060518145263908085,60,
gpt,de,Katalanen,"(5,4,3,2,1) (de)",Pairwise,deepseek,gpt,-0.005505541793219271,60,
gpt,de,Katalanen,"(5,4,3,2,1) (de)",Pairwise,deepseek,qwen,-0.008221817930082587,60,
gpt,de,Katalanen,"(5,4,3,2,1) (de)",Pairwise,gemini,gpt,-0.008463221173916624,60,
gpt,de,Katalanen,"(5,4,3,2,1) (de)",Pairwise,gemini,qwen,-0.004860076653050216,60,
gpt,de,Katalanen,"(5,4,3,2,1) (de)",Pairwise,gpt,qwen,-0.003937179011839431,60,
gpt,de,Katalanen,"(A,B,C,D) (de)",Pairwise,deepseek,gemini,0.03815057963587831,60,
gpt,de,Katalanen,"(A,B,C,D) (de)",Pairwise,deepseek,gpt,0.04723393953781829,60,
gpt,de,Katalanen,"(A,B,C,D) (de)",Pairwise,deepseek,qwen,0.09035593220339,60,
gpt,de,Katalanen,"(A,B,C,D) (de)",Pairwise,gemini,gpt,-0.008085905368117041,60,
gpt,de,Katalanen,"(A,B,C,D) (de)",Pairwise,gemini,qwen,-0.001322713229570116,60,
gpt,de,Katalanen,"(A,B,C,D) (de)",Pairwise,gpt,qwen,-0.005046080015995713,60,
gpt,de,Katalanen,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gemini,0.0336763318171166,60,
gpt,de,Katalanen,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gpt,0.03656511096631243,56,
gpt,de,Katalanen,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,qwen,0.07439689093969215,60,
gpt,de,Katalanen,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,gpt,-0.006249064893632639,56,
gpt,de,Katalanen,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,qwen,0.31535781544256114,60,
gpt,de,Katalanen,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gpt,qwen,0.3185096465687478,56,
gpt,de,Kurden,"(5,4,3,2,1) (de)",Pairwise,deepseek,gemini,0.0002199185689920613,60,
gpt,de,Kurden,"(5,4,3,2,1) (de)",Pairwise,deepseek,gpt,0.05449677793631147,60,
gpt,de,Kurden,"(5,4,3,2,1) (de)",Pairwise,deepseek,qwen,0.030803435629791265,60,
gpt,de,Kurden,"(5,4,3,2,1) (de)",Pairwise,gemini,gpt,0.10725579497062676,60,
gpt,de,Kurden,"(5,4,3,2,1) (de)",Pairwise,gemini,qwen,0.0023984649824113635,60,
gpt,de,Kurden,"(5,4,3,2,1) (de)",Pairwise,gpt,qwen,0.19284244465842537,60,
gpt,de,Kurden,"(A,B,C,D) (de)",Pairwise,deepseek,gemini,0.0018460110374453054,60,
gpt,de,Kurden,"(A,B,C,D) (de)",Pairwise,deepseek,gpt,0.014220088368622319,60,
gpt,de,Kurden,"(A,B,C,D) (de)",Pairwise,deepseek,qwen,0.07062146892655363,60,
gpt,de,Kurden,"(A,B,C,D) (de)",Pairwise,gemini,gpt,-0.006595253671280332,60,
gpt,de,Kurden,"(A,B,C,D) (de)",Pairwise,gemini,qwen,0.022392173074273325,60,
gpt,de,Kurden,"(A,B,C,D) (de)",Pairwise,gpt,qwen,0.007692872811789986,60,
gpt,de,Kurden,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gemini,0.11789628825194887,60,
gpt,de,Kurden,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gpt,0.08067198596610359,55,
gpt,de,Kurden,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,qwen,0.14980062536592043,60,
gpt,de,Kurden,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,gpt,-0.002055981437424581,55,
gpt,de,Kurden,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,qwen,0.5849437227804906,60,
gpt,de,Kurden,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gpt,qwen,0.5247403488144229,55,
gpt,de,Palästinenser,"(5,4,3,2,1) (de)",Pairwise,deepseek,gemini,-0.002048129694384393,60,
gpt,de,Palästinenser,"(5,4,3,2,1) (de)",Pairwise,deepseek,gpt,0.04042411876999863,60,
gpt,de,Palästinenser,"(5,4,3,2,1) (de)",Pairwise,deepseek,qwen,0.011224354052670527,60,
gpt,de,Palästinenser,"(5,4,3,2,1) (de)",Pairwise,gemini,gpt,0.006767723648976487,60,
gpt,de,Palästinenser,"(5,4,3,2,1) (de)",Pairwise,gemini,qwen,0.03375720562975759,60,
gpt,de,Palästinenser,"(5,4,3,2,1) (de)",Pairwise,gpt,qwen,0.10983162355040132,60,
gpt,de,Palästinenser,"(A,B,C,D) (de)",Pairwise,deepseek,gemini,0.07317920289511293,60,
gpt,de,Palästinenser,"(A,B,C,D) (de)",Pairwise,deepseek,gpt,0.04456813648469449,60,
gpt,de,Palästinenser,"(A,B,C,D) (de)",Pairwise,deepseek,qwen,0.10357815442561191,60,
gpt,de,Palästinenser,"(A,B,C,D) (de)",Pairwise,gemini,gpt,-0.000447226928089961,60,
gpt,de,Palästinenser,"(A,B,C,D) (de)",Pairwise,gemini,qwen,-0.007243145355253278,60,
gpt,de,Palästinenser,"(A,B,C,D) (de)",Pairwise,gpt,qwen,0.007483702737939968,60,
gpt,de,Palästinenser,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gemini,0.0930625030273119,60,
gpt,de,Palästinenser,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gpt,0.14645130145096574,57,
gpt,de,Palästinenser,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,qwen,0.23286651012906034,60,
